nohup: ignoring input
  0%|          | 0/82 [00:00<?, ?it/s]100%|██████████| 82/82 [00:00<00:00, 561065.14it/s]
model:  ernie-rcnn-catlstmwide
pretrained:  ernie1
task:  MLC-slice
dataset:  book_multilabels_task_slice
seq_length:  256
hidden_dropout_prob:  0.1
attention_probs_dropout_prob:  0.1
epochs_num:  20
batch_size:  8
learning_rate:  2e-05
report_steps:  100
kg_name:  CnDbpedia
no_kg:  True
no_vm:  True
GPU:  NVIDIA GeForce RTX 3090
Vocabulary Size:  17964
[BertClassifier] use visible_matrix: False
Some weights of ErnieRCNNForMultiLabelSequenceClassificationSliceCatLSTMWide were not initialized from the model checkpoint at ./models/ernie1 and are newly initialized: ['lstm.weight_ih_l1_reverse', 'lstm.bias_ih_l0_reverse', 'classifier.bias', 'lstm.weight_hh_l0', 'output_layer_1.bias', 'lstm.bias_ih_l1_reverse', 'lstm.weight_ih_l1', 'lstm.bias_hh_l1_reverse', 'lstm.weight_hh_l1', 'lstm.bias_hh_l1', 'lstm.bias_hh_l0', 'classifier.weight', 'lstm.bias_hh_l0_reverse', 'output_layer_1.weight', 'lstm.weight_hh_l1_reverse', 'lstm.weight_hh_l0_reverse', 'lstm.weight_ih_l0_reverse', 'lstm.bias_ih_l0', 'lstm.bias_ih_l1', 'lstm.weight_ih_l0']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
1 GPUs are available. Let's use them.
device:  cuda
Start training.
Loading sentences from ./datasets/book_multilabels_task_slice/train.tsv
There are 9097 sentence in total. We use 1 processes to inject knowledge into sentences.
Progress of process 0: 0/9097
Loading sentences from ./datasets/book_multilabels_task_slice/dev.tsv
There are 2084 sentence in total. We use 1 processes to inject knowledge into sentences.
Progress of process 0: 0/2084
Loading sentences from ./datasets/book_multilabels_task_slice/test.tsv
There are 2067 sentence in total. We use 1 processes to inject knowledge into sentences.
Progress of process 0: 0/2067
/root/miniconda3/envs/lyq/lib/python3.8/site-packages/transformers/optimization.py:411: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
Epoch id: 1, Training steps: 100, Train Acc:  0.00%, Train Loss: 0.073225, Train Avg Loss: 0.182527, Time: 0:00:31
Epoch id: 1, Training steps: 200, Train Acc:  0.00%, Train Loss: 0.081455, Train Avg Loss: 0.086405, Time: 0:01:02
Epoch id: 1, Training steps: 300, Train Acc:  0.00%, Train Loss: 0.073651, Train Avg Loss: 0.082173, Time: 0:01:33
Epoch id: 1, Training steps: 400, Train Acc:  0.00%, Train Loss: 0.062885, Train Avg Loss: 0.080625, Time: 0:02:04
Epoch id: 1, Training steps: 500, Train Acc:  0.00%, Train Loss: 0.088058, Train Avg Loss: 0.077730, Time: 0:02:35
Epoch id: 1, Training steps: 600, Train Acc:  0.00%, Train Loss: 0.074120, Train Avg Loss: 0.075535, Time: 0:03:06
Epoch id: 1, Training steps: 700, Train Acc:  0.00%, Train Loss: 0.083853, Train Avg Loss: 0.072359, Time: 0:03:37
Epoch id: 1, Training steps: 800, Train Acc:  0.00%, Train Loss: 0.075350, Train Avg Loss: 0.070861, Time: 0:04:08
Epoch id: 1, Training steps: 900, Train Acc:  0.00%, Train Loss: 0.066568, Train Avg Loss: 0.066516, Time: 0:04:39
Epoch id: 1, Training steps: 1000, Train Acc:  0.00%, Train Loss: 0.077147, Train Avg Loss: 0.064173, Time: 0:05:10
Epoch id: 1, Training steps: 1100, Train Acc:  0.00%, Train Loss: 0.061553, Train Avg Loss: 0.060879, Time: 0:05:41
Epoch id: 2, Training steps: 100, Train Acc: 12.50%, Train Loss: 0.042594, Train Avg Loss: 0.073563, Time: 0:06:24
Epoch id: 2, Training steps: 200, Train Acc:  0.00%, Train Loss: 0.047181, Train Avg Loss: 0.050489, Time: 0:06:55
Epoch id: 2, Training steps: 300, Train Acc: 25.00%, Train Loss: 0.037514, Train Avg Loss: 0.045999, Time: 0:07:26
Epoch id: 2, Training steps: 400, Train Acc: 25.00%, Train Loss: 0.051629, Train Avg Loss: 0.044145, Time: 0:07:57
Epoch id: 2, Training steps: 500, Train Acc: 25.00%, Train Loss: 0.028506, Train Avg Loss: 0.041847, Time: 0:08:28
Epoch id: 2, Training steps: 600, Train Acc:  0.00%, Train Loss: 0.030461, Train Avg Loss: 0.041577, Time: 0:08:59
Epoch id: 2, Training steps: 700, Train Acc: 25.00%, Train Loss: 0.031054, Train Avg Loss: 0.040131, Time: 0:09:30
