nohup: 忽略输入
0it [00:00, ?it/s]15it [00:00, 137068.76it/s]
model:  ernie-rcnn-catlstmwide
pretrained:  ernie3
task:  SLC
dataset:  tnews_public
seq_length:  256
hidden_dropout_prob:  0.1
attention_probs_dropout_prob:  0.1
epochs_num:  3
batch_size:  8
learning_rate:  2e-05
report_steps:  100
kg_name:  CnDbpedia
no_kg:  True
no_vm:  True
GPU:  NVIDIA GeForce RTX 2080 Ti
Vocabulary Size:  39979
[BertClassifier] use visible_matrix: False
Some weights of ErnieRCNNForSequenceClassificationSliceCatLSTMWide were not initialized from the model checkpoint at ./models/ernie3 and are newly initialized: ['lstm.weight_ih_l1', 'lstm.weight_hh_l0', 'lstm.bias_ih_l1', 'lstm.weight_hh_l1', 'lstm.bias_hh_l1_reverse', 'lstm.weight_hh_l0_reverse', 'lstm.bias_hh_l0', 'lstm.bias_ih_l0', 'lstm.bias_ih_l0_reverse', 'lstm.bias_hh_l1', 'lstm.bias_hh_l0_reverse', 'lstm.weight_hh_l1_reverse', 'classifier.bias', 'output_layer_1.bias', 'classifier.weight', 'output_layer_1.weight', 'lstm.weight_ih_l1_reverse', 'lstm.weight_ih_l0', 'lstm.bias_ih_l1_reverse', 'lstm.weight_ih_l0_reverse']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
1 GPUs are available. Let's use them.
device:  cuda
Start training.
Loading sentences from ./datasets/tnews_public/train.json
There are 53360 sentence in total. We use 1 processes to inject knowledge into sentences.
Progress of process 0: 0/53360
Progress of process 0: 10000/53360
Progress of process 0: 20000/53360
Progress of process 0: 30000/53360
Progress of process 0: 40000/53360
Progress of process 0: 50000/53360
Loading sentences from ./datasets/tnews_public/dev.json
There are 5000 sentence in total. We use 1 processes to inject knowledge into sentences.
Progress of process 0: 0/5000
Loading sentences from ./datasets/tnews_public/test.json
There are 5000 sentence in total. We use 1 processes to inject knowledge into sentences.
Progress of process 0: 0/5000
Epoch id: 1, Training steps: 100,  Train Loss:   2.6,  Train Acc: 12.50%,  Train Avg Loss: 2.886,  Time: 0:00:32
Epoch id: 1, Training steps: 200,  Train Loss:   2.6,  Train Acc: 25.00%,  Train Avg Loss: 2.791,  Time: 0:01:04
Epoch id: 1, Training steps: 300,  Train Loss:   2.3,  Train Acc: 50.00%,  Train Avg Loss: 2.693,  Time: 0:01:37
Epoch id: 1, Training steps: 400,  Train Loss:   2.5,  Train Acc:  0.00%,  Train Avg Loss: 2.619,  Time: 0:02:10
Epoch id: 1, Training steps: 500,  Train Loss:   2.7,  Train Acc: 12.50%,  Train Avg Loss: 2.556,  Time: 0:02:43
Epoch id: 1, Training steps: 600,  Train Loss:   2.5,  Train Acc: 50.00%,  Train Avg Loss: 2.519,  Time: 0:03:15
Epoch id: 1, Training steps: 700,  Train Loss:   2.4,  Train Acc: 12.50%,  Train Avg Loss: 2.430,  Time: 0:03:48
Epoch id: 1, Training steps: 800,  Train Loss:   2.1,  Train Acc: 25.00%,  Train Avg Loss: 2.330,  Time: 0:04:21
Epoch id: 1, Training steps: 900,  Train Loss:   1.7,  Train Acc: 50.00%,  Train Avg Loss: 2.127,  Time: 0:04:54
Epoch id: 1, Training steps: 1000,  Train Loss:   2.2,  Train Acc: 25.00%,  Train Avg Loss: 1.913,  Time: 0:05:27
Epoch id: 1, Training steps: 1100,  Train Loss:   1.7,  Train Acc: 50.00%,  Train Avg Loss: 1.723,  Time: 0:06:00
Epoch id: 1, Training steps: 1200,  Train Loss:   1.3,  Train Acc: 62.50%,  Train Avg Loss: 1.532,  Time: 0:06:33
Epoch id: 1, Training steps: 1300,  Train Loss:   1.1,  Train Acc: 62.50%,  Train Avg Loss: 1.529,  Time: 0:07:05
Epoch id: 1, Training steps: 1400,  Train Loss:   1.6,  Train Acc: 37.50%,  Train Avg Loss: 1.434,  Time: 0:07:38
Epoch id: 1, Training steps: 1500,  Train Loss:   1.3,  Train Acc: 62.50%,  Train Avg Loss: 1.298,  Time: 0:08:11
Epoch id: 1, Training steps: 1600,  Train Loss:   1.1,  Train Acc: 75.00%,  Train Avg Loss: 1.263,  Time: 0:08:44
Epoch id: 1, Training steps: 1700,  Train Loss:  0.66,  Train Acc: 87.50%,  Train Avg Loss: 1.360,  Time: 0:09:17
Epoch id: 1, Training steps: 1800,  Train Loss:   1.1,  Train Acc: 75.00%,  Train Avg Loss: 1.330,  Time: 0:09:50
Epoch id: 1, Training steps: 1900,  Train Loss:   1.7,  Train Acc: 50.00%,  Train Avg Loss: 1.318,  Time: 0:10:23
Epoch id: 1, Training steps: 2000,  Train Loss:   1.6,  Train Acc: 50.00%,  Train Avg Loss: 1.222,  Time: 0:10:56
